household_id,zone_id,archetype,timestamp,load_kw,temperature_c
zone_0_hh_05,zone_0,family,2026-06-01 04:00:00 UTC,0.8447,32.3
zone_0_hh_06,zone_0,single_professional,2026-06-01 04:00:00 UTC,0.6069,32.3
zone_0_hh_07,zone_0,wfh,2026-06-01 04:00:00 UTC,1.7292,32.3
zone_0_hh_08,zone_0,retired,2026-06-01 04:00:00 UTC,1.2618,32.3
zone_0_hh_09,zone_0,small_business,2026-06-01 04:00:00 UTC,0.8966,32.3
zone_0_hh_10,zone_0,family,2026-06-01 04:00:00 UTC,0.7425,32.3
zone_0_hh_11,zone_0,single_professional,2026-06-01 04:00:00 UTC,0.3424,32.3
zone_0_hh_00,zone_0,family,2026-06-01 05:00:00 UTC,0.7846,32.8
zone_0_hh_01,zone_0,single_professional,2026-06-01 05:00:00 UTC,0.3378,32.8
zone_0_hh_02,zone_0,wfh,2026-06-01 05:00:00 UTC,1.4689,32.8
zone_0_hh_03,zone_0,retired,2026-06-01 05:00:00 UTC,1.1336,32.8
zone_0_hh_04,zone_0,small_business,2026-06-01 05:00:00 UTC,0.7439,32.8
zone_0_hh_05,zone_0,family,2026-06-01 05:00:00 UTC,0.6791,32.8
zone_0_hh_06,zone_0,single_professional,2026-06-01 05:00:00 UTC,0.4547,32.8
zone_0_hh_07,zone_0,wfh,2026-06-01 05:00:00 UTC,1.3205,32.8
zone_0_hh_08,zone_0,retired,2026-06-01 05:00:00 UTC,1.2117,32.8
zone_0_hh_09,zone_0,small_business,2026-06-01 05:00:00 UTC,0.6705,32.8
zone_0_hh_10,zone_0,family,2026-06-01 05:00:00 UTC,0.8231,32.8
zone_0_hh_11,zone_0,single_professional,2026-06-01 05:00:00 UTC,0.3401,32.8
zone_0_hh_00,zone_0,family,2026-06-01 06:00:00 UTC,2.0629,34.9
zone_0_hh_01,zone_0,single_professional,2026-06-01 06:00:00 UTC,0.5452,34.9
zone_0_hh_02,zone_0,wfh,2026-06-01 06:00:00 UTC,1.7201,34.9
zone_0_hh_03,zone_0,retired,2026-06-01 06:00:00 UTC,2.1899,34.9
zone_0_hh_04,zone_0,small_business,2026-06-01 06:00:00 UTC,4.068,34.9
zone_0_hh_05,zone_0,family,2026-06-01 06:00:00 UTC,2.2,34.9
zone_0_hh_06,zone_0,single_professional,2026-06-01 06:00:00 UTC,0.4395,34.9
zone_0_hh_07,zone_0,wfh,2026-06-01 06:00:00 UTC,1.4865,34.9
zone_0_hh_08,zone_0,retired,2026-06-01 06:00:00 UTC,2.0416,34.9
zone_0_hh_09,zone_0,small_business,2026-06-01 06:00:00 UTC,3.8187,34.9
zone_0_hh_10,zone_0,family,2026-06-01 06:00:00 UTC,2.4728,34.9
zone_0_hh_11,zone_0,single_professional,2026-06-01 06:00:00 UTC,0.8365,34.9
zone_0_hh_00,zone_0,family,2026-06-01 07:00:00 UTC,2.3254,33.1
zone_0_hh_01,zone_0,single_professional,2026-06-01 07:00:00 UTC,0.8599,33.1
zone_0_hh_02,zone_0,wfh,2026-06-01 07:00:00 UTC,1.1359,33.1
zone_0_hh_03,zone_0,retired,2026-06-01 07:00:00 UTC,1.8546,33.1
zone_0_hh_04,zone_0,small_business,2026-06-01 07:00:00 UTC,3.6596,33.1
zone_0_hh_05,zone_0,family,2026-06-01 07:00:00 UTC,2.404,33.1
zone_0_hh_06,zone_0,single_professional,2026-06-01 07:00:00 UTC,0.5191,33.1
zone_0_hh_07,zone_0,wfh,2026-06-01 07:00:00 UTC,1.405,33.1
zone_0_hh_08,zone_0,retired,2026-06-01 07:00:00 UTC,2.0437,33.1
zone_0_hh_09,zone_0,small_business,2026-06-01 07:00:00 UTC,4.0734,33.1
zone_0_hh_10,zone_0,family,2026-06-01 07:00:00 UTC,1.888,33.1
zone_0_hh_11,zone_0,single_professional,2026-06-01 07:00:00 UTC,0.9178,33.1
zone_0_hh_00,zone_0,family,2026-06-01 08:00:00 UTC,3.5167,32.6
zone_0_hh_01,zone_0,single_professional,2026-06-01 08:00:00 UTC,1.4245,32.6
zone_0_hh_02,zone_0,wfh,2026-06-01 08:00:00 UTC,1.9927,32.6
zone_0_hh_03,zone_0,retired,2026-06-01 08:00:00 UTC,2.3307,32.6
zone_0_hh_04,zone_0,small_business,2026-06-01 08:00:00 UTC,4.9473,32.6
zone_0_hh_05,zone_0,family,2026-06-01 08:00:00 UTC,3.9139,32.6
zone_0_hh_06,zone_0,single_professional,2026-06-01 08:00:00 UTC,1.1455,32.6
zone_0_hh_07,zone_0,wfh,2026-06-01 08:00:00 UTC,1.9618,32.6
zone_0_hh_08,zone_0,retired,2026-06-01 08:00:00 UTC,2.5695,32.6
zone_0_hh_09,zone_0,small_business,2026-06-01 08:00:00 UTC,4.911,32.6
zone_0_hh_10,zone_0,family,2026-06-01 08:00:00 UTC,2.9674,32.6
zone_0_hh_11,zone_0,single_professional,2026-06-01 08:00:00 UTC,0.9882,32.6
zone_0_hh_00,zone_0,family,2026-06-01 09:00:00 UTC,1.8375,31.6
zone_0_hh_01,zone_0,single_professional,2026-06-01 09:00:00 UTC,0.6434,31.6
zone_0_hh_02,zone_0,wfh,2026-06-01 09:00:00 UTC,1.2841,31.6
zone_0_hh_03,zone_0,retired,2026-06-01 09:00:00 UTC,2.142,31.6
zone_0_hh_04,zone_0,small_business,2026-06-01 09:00:00 UTC,3.4166,31.6
zone_0_hh_05,zone_0,family,2026-06-01 09:00:00 UTC,2.1873,31.6
zone_0_hh_06,zone_0,single_professional,2026-06-01 09:00:00 UTC,1.2606,31.6
zone_0_hh_07,zone_0,wfh,2026-06-01 09:00:00 UTC,1.2407,31.6
zone_0_hh_08,zone_0,retired,2026-06-01 09:00:00 UTC,2.5904,31.6
zone_0_hh_09,zone_0,small_business,2026-06-01 09:00:00 UTC,3.3188,31.6
zone_0_hh_10,zone_0,family,2026-06-01 09:00:00 UTC,2.6516,31.6
zone_0_hh_11,zone_0,single_professional,2026-06-01 09:00:00 UTC,0.9346,31.6
zone_0_hh_00,zone_0,family,2026-06-01 10:00:00 UTC,0.3289,27.5
zone_0_hh_01,zone_0,single_professional,2026-06-01 10:00:00 UTC,0.2101,27.5
zone_0_hh_02,zone_0,wfh,2026-06-01 10:00:00 UTC,1.7173,27.5
zone_0_hh_03,zone_0,retired,2026-06-01 10:00:00 UTC,1.0371,27.5
zone_0_hh_04,zone_0,small_business,2026-06-01 10:00:00 UTC,0.6955,27.5
zone_0_hh_05,zone_0,family,2026-06-01 10:00:00 UTC,1.0676,27.5
zone_0_hh_06,zone_0,single_professional,2026-06-01 10:00:00 UTC,0.2383,27.5
zone_0_hh_07,zone_0,wfh,2026-06-01 10:00:00 UTC,1.5702,27.5
zone_0_hh_08,zone_0,retired,2026-06-01 10:00:00 UTC,1.0717,27.5
zone_0_hh_09,zone_0,small_business,2026-06-01 10:00:00 UTC,0.6656,27.5
zone_0_hh_10,zone_0,family,2026-06-01 10:00:00 UTC,1.0307,27.5
zone_0_hh_11,zone_0,single_professional,2026-06-01 10:00:00 UTC,0.509,27.5
zone_0_hh_00,zone_0,family,2026-06-01 11:00:00 UTC,0.9588,25.0
zone_0_hh_01,zone_0,single_professional,2026-06-01 11:00:00 UTC,0.3018,25.0
zone_0_hh_02,zone_0,wfh,2026-06-01 11:00:00 UTC,1.6863,25.0
zone_0_hh_03,zone_0,retired,2026-06-01 11:00:00 UTC,1.1796,25.0
zone_0_hh_04,zone_0,small_business,2026-06-01 11:00:00 UTC,0.8114,25.0
zone_0_hh_05,zone_0,family,2026-06-01 11:00:00 UTC,1.1444,25.0
zone_0_hh_06,zone_0,single_professional,2026-06-01 11:00:00 UTC,0.1968,25.0
zone_0_hh_07,zone_0,wfh,2026-06-01 11:00:00 UTC,1.8818,25.0
zone_0_hh_08,zone_0,retired,2026-06-01 11:00:00 UTC,1.1837,25.0
zone_0_hh_09,zone_0,small_business,2026-06-01 11:00:00 UTC,0.8002,25.0
zone_0_hh_10,zone_0,family,2026-06-01 11:00:00 UTC,1.0352,25.0
zone_0_hh_11,zone_0,single_professional,2026-06-01 11:00:00 UTC,0.4277,25.0
zone_0_hh_00,zone_0,family,2026-06-01 12:00:00 UTC,1.9896,22.4
zone_0_hh_01,zone_0,single_professional,2026-06-01 12:00:00 UTC,0.7011,22.4
zone_0_hh_02,zone_0,wfh,2026-06-01 12:00:00 UTC,1.7072,22.4
zone_0_hh_03,zone_0,retired,2026-06-01 12:00:00 UTC,1.6605,22.4
zone_0_hh_04,zone_0,small_business,2026-06-01 12:00:00 UTC,2.2379,22.4
zone_0_hh_05,zone_0,family,2026-06-01 12:00:00 UTC,1.3833,22.4
zone_0_hh_06,zone_0,single_professional,2026-06-01 12:00:00 UTC,0.8938,22.4
zone_0_hh_07,zone_0,wfh,2026-06-01 12:00:00 UTC,1.8337,22.4
zone_0_hh_08,zone_0,retired,2026-06-01 12:00:00 UTC,1.5171,22.4
zone_0_hh_09,zone_0,small_business,2026-06-01 12:00:00 UTC,2.2126,22.4
zone_0_hh_10,zone_0,family,2026-06-01 12:00:00 UTC,1.9036,22.4
zone_0_hh_11,zone_0,single_professional,2026-06-01 12:00:00 UTC,0.3693,22.4
zone_0_hh_00,zone_0,family,2026-06-01 13:00:00 UTC,1.3113,22.2
zone_0_hh_01,zone_0,single_professional,2026-06-01 13:00:00 UTC,0.4946,22.2
zone_0_hh_02,zone_0,wfh,2026-06-01 13:00:00 UTC,1.3293,22.2
zone_0_hh_03,zone_0,retired,2026-06-01 13:00:00 UTC,0.9693,22.2
zone_0_hh_04,zone_0,small_business,2026-06-01 13:00:00 UTC,1.7603,22.2
zone_0_hh_05,zone_0,family,2026-06-01 13:00:00 UTC,1.6212,22.2
zone_0_hh_06,zone_0,single_professional,2026-06-01 13:00:00 UTC,0.6366,22.2
zone_0_hh_07,zone_0,wfh,2026-06-01 13:00:00 UTC,1.3148,22.2
zone_0_hh_08,zone_0,retired,2026-06-01 13:00:00 UTC,1.3254,22.2
zone_0_hh_09,zone_0,small_business,2026-06-01 13:00:00 UTC,1.9053,22.2
zone_0_hh_10,zone_0,family,2026-06-01 13:00:00 UTC,1.6646,22.2
zone_0_hh_11,zone_0,single_professional,2026-06-01 13:00:00 UTC,0.5013,22.2
zone_0_hh_00,zone_0,family,2026-06-01 14:00:00 UTC,1.519,22.3
zone_0_hh_01,zone_0,single_professional,2026-06-01 14:00:00 UTC,0.4565,22.3
zone_0_hh_02,zone_0,wfh,2026-06-01 14:00:00 UTC,1.4723,22.3
zone_0_hh_03,zone_0,retired,2026-06-01 14:00:00 UTC,1.7332,22.3
zone_0_hh_04,zone_0,small_business,2026-06-01 14:00:00 UTC,2.2998,22.3
zone_0_hh_05,zone_0,family,2026-06-01 14:00:00 UTC,1.6561,22.3
zone_0_hh_06,zone_0,single_professional,2026-06-01 14:00:00 UTC,0.8519,22.3
zone_0_hh_07,zone_0,wfh,2026-06-01 14:00:00 UTC,1.22,22.3
zone_0_hh_08,zone_0,retired,2026-06-01 14:00:00 UTC,0.9338,22.3
zone_0_hh_09,zone_0,small_business,2026-06-01 14:00:00 UTC,1.8188,22.3
zone_0_hh_10,zone_0,family,2026-06-01 14:00:00 UTC,1.6905,22.3
zone_0_hh_11,zone_0,single_professional,2026-06-01 14:00:00 UTC,0.6345,22.3
zone_0_hh_00,zone_0,family,2026-06-01 15:00:00 UTC,0.8899,21.6
zone_0_hh_01,zone_0,single_professional,2026-06-01 15:00:00 UTC,0.5205,21.6
zone_0_hh_02,zone_0,wfh,2026-06-01 15:00:00 UTC,1.5306,21.6
zone_0_hh_03,zone_0,retired,2026-06-01 15:00:00 UTC,1.2458,21.6
zone_0_hh_04,zone_0,small_business,2026-06-01 15:00:00 UTC,0.3342,21.6
zone_0_hh_05,zone_0,family,2026-06-01 15:00:00 UTC,0.9577,21.6
zone_0_hh_06,zone_0,single_professional,2026-06-01 15:00:00 UTC,0.349,21.6
zone_0_hh_07,zone_0,wfh,2026-06-01 15:00:00 UTC,1.5135,21.6
zone_0_hh_08,zone_0,retired,2026-06-01 15:00:00 UTC,1.2252,21.6
zone_0_hh_09,zone_0,small_business,2026-06-01 15:00:00 UTC,0.6585,21.6
zone_0_hh_10,zone_0,family,2026-06-01 15:00:00 UTC,0.8116,21.6
zone_0_hh_11,zone_0,single_professional,2026-06-01 15:00:00 UTC,0.3636,21.6
zone_0_hh_00,zone_0,family,2026-06-01 16:00:00 UTC,1.0972,22.8
zone_0_hh_01,zone_0,single_professional,2026-06-01 16:00:00 UTC,0.8087,22.8
zone_0_hh_02,zone_0,wfh,2026-06-01 16:00:00 UTC,1.6621,22.8
zone_0_hh_03,zone_0,retired,2026-06-01 16:00:00 UTC,1.3229,22.8
zone_0_hh_04,zone_0,small_business,2026-06-01 16:00:00 UTC,0.5165,22.8
zone_0_hh_05,zone_0,family,2026-06-01 16:00:00 UTC,0.9328,22.8
zone_0_hh_06,zone_0,single_professional,2026-06-01 16:00:00 UTC,0.05,22.8
zone_0_hh_07,zone_0,wfh,2026-06-01 16:00:00 UTC,1.6386,22.8
zone_0_hh_08,zone_0,retired,2026-06-01 16:00:00 UTC,1.3497,22.8
zone_0_hh_09,zone_0,small_business,2026-06-01 16:00:00 UTC,0.7456,22.8
zone_0_hh_10,zone_0,family,2026-06-01 16:00:00 UTC,0.649,22.8
zone_0_hh_11,zone_0,single_professional,2026-06-01 16:00:00 UTC,0.4107,22.8
zone_0_hh_00,zone_0,family,2026-06-01 17:00:00 UTC,0.7504,21.0
zone_0_hh_01,zone_0,single_professional,2026-06-01 17:00:00 UTC,0.3255,21.0
zone_0_hh_02,zone_0,wfh,2026-06-01 17:00:00 UTC,1.4219,21.0
zone_0_hh_03,zone_0,retired,2026-06-01 17:00:00 UTC,1.1553,21.0
zone_0_hh_04,zone_0,small_business,2026-06-01 17:00:00 UTC,0.4876,21.0
zone_0_hh_05,zone_0,family,2026-06-01 17:00:00 UTC,0.7483,21.0
zone_0_hh_06,zone_0,single_professional,2026-06-01 17:00:00 UTC,0.2476,21.0
zone_0_hh_07,zone_0,wfh,2026-06-01 17:00:00 UTC,1.4049,21.0
zone_0_hh_08,zone_0,retired,2026-06-01 17:00:00 UTC,1.3826,21.0
zone_0_hh_09,zone_0,small_business,2026-06-01 17:00:00 UTC,0.5069,21.0
zone_0_hh_10,zone_0,family,2026-06-01 17:00:00 UTC,0.856,21.0
zone_0_hh_11,zone_0,single_professional,2026-06-01 17:00:00 UTC,0.498,21.0
zone_0_hh_00,zone_0,family,2026-06-01 18:00:00 UTC,4.8334,21.7
zone_0_hh_01,zone_0,single_professional,2026-06-01 18:00:00 UTC,1.7793,21.7
zone_0_hh_02,zone_0,wfh,2026-06-01 18:00:00 UTC,3.5715,21.7
zone_0_hh_03,zone_0,retired,2026-06-01 18:00:00 UTC,2.1014,21.7
zone_0_hh_04,zone_0,small_business,2026-06-01 18:00:00 UTC,2.3531,21.7
zone_0_hh_05,zone_0,family,2026-06-01 18:00:00 UTC,4.9959,21.7
zone_0_hh_06,zone_0,single_professional,2026-06-01 18:00:00 UTC,1.6523,21.7
zone_0_hh_07,zone_0,wfh,2026-06-01 18:00:00 UTC,2.5835,21.7
zone_0_hh_08,zone_0,retired,2026-06-01 18:00:00 UTC,1.5345,21.7
zone_0_hh_09,zone_0,small_business,2026-06-01 18:00:00 UTC,1.8158,21.7
zone_0_hh_10,zone_0,family,2026-06-01 18:00:00 UTC,5.2354,21.7
zone_0_hh_11,zone_0,single_professional,2026-06-01 18:00:00 UTC,2.1941,21.7
zone_0_hh_00,zone_0,family,2026-06-01 19:00:00 UTC,5.3987,22.8
zone_0_hh_01,zone_0,single_professional,2026-06-01 19:00:00 UTC,2.0717,22.8
zone_0_hh_02,zone_0,wfh,2026-06-01 19:00:00 UTC,3.9541,22.8
zone_0_hh_03,zone_0,retired,2026-06-01 19:00:00 UTC,1.5788,22.8
zone_0_hh_04,zone_0,small_business,2026-06-01 19:00:00 UTC,0.9615,22.8
zone_0_hh_05,zone_0,family,2026-06-01 19:00:00 UTC,5.5343,22.8
zone_0_hh_06,zone_0,single_professional,2026-06-01 19:00:00 UTC,2.5094,22.8
zone_0_hh_07,zone_0,wfh,2026-06-01 19:00:00 UTC,3.5181,22.8
zone_0_hh_08,zone_0,retired,2026-06-01 19:00:00 UTC,1.955,22.8
zone_0_hh_09,zone_0,small_business,2026-06-01 19:00:00 UTC,1.0924,22.8
zone_0_hh_10,zone_0,family,2026-06-01 19:00:00 UTC,5.9908,22.8
zone_0_hh_11,zone_0,single_professional,2026-06-01 19:00:00 UTC,2.6576,22.8
zone_0_hh_00,zone_0,family,2026-06-01 20:00:00 UTC,5.6219,21.2
zone_0_hh_01,zone_0,single_professional,2026-06-01 20:00:00 UTC,2.0869,21.2
zone_0_hh_02,zone_0,wfh,2026-06-01 20:00:00 UTC,2.719,21.2
zone_0_hh_03,zone_0,retired,2026-06-01 20:00:00 UTC,2.1687,21.2
zone_0_hh_04,zone_0,small_business,2026-06-01 20:00:00 UTC,1.4174,21.2
zone_0_hh_05,zone_0,family,2026-06-01 20:00:00 UTC,5.7336,21.2
zone_0_hh_06,zone_0,single_professional,2026-06-01 20:00:00 UTC,2.2825,21.2
zone_0_hh_07,zone_0,wfh,2026-06-01 20:00:00 UTC,3.0113,21.2
zone_0_hh_08,zone_0,retired,2026-06-01 20:00:00 UTC,2.513,21.2
zone_0_hh_09,zone_0,small_business,2026-06-01 20:00:00 UTC,1.5439,21.2
zone_0_hh_10,zone_0,family,2026-06-01 20:00:00 UTC,6.1997,21.2
zone_0_hh_11,zone_0,single_professional,2026-06-01 20:00:00 UTC,1.4396,21.2
zone_0_hh_00,zone_0,family,2026-06-01 21:00:00 UTC,5.4625,22.3
zone_0_hh_01,zone_0,single_professional,2026-06-01 21:00:00 UTC,2.3629,22.3
zone_0_hh_02,zone_0,wfh,2026-06-01 21:00:00 UTC,3.5981,22.3
zone_0_hh_03,zone_0,retired,2026-06-01 21:00:00 UTC,2.0501,22.3
zone_0_hh_04,zone_0,small_business,2026-06-01 21:00:00 UTC,0.9459,22.3
zone_0_hh_05,zone_0,family,2026-06-01 21:00:00 UTC,5.4862,22.3
zone_0_hh_06,zone_0,single_professional,2026-06-01 21:00:00 UTC,2.6206,22.3
zone_0_hh_07,zone_0,wfh,2026-06-01 21:00:00 UTC,3.4359,22.3
zone_0_hh_08,zone_0,retired,2026-06-01 21:00:00 UTC,2.3874,22.3
zone_0_hh_09,zone_0,small_business,2026-06-01 21:00:00 UTC,0.2947,22.3
zone_0_hh_10,zone_0,family,2026-06-01 21:00:00 UTC,4.6078,22.3
zone_0_hh_11,zone_0,single_professional,2026-06-01 21:00:00 UTC,2.4828,22.3
zone_0_hh_00,zone_0,family,2026-06-01 22:00:00 UTC,5.5015,22.2
zone_0_hh_01,zone_0,single_professional,2026-06-01 22:00:00 UTC,2.4903,22.2
zone_0_hh_02,zone_0,wfh,2026-06-01 22:00:00 UTC,2.6315,22.2
zone_0_hh_03,zone_0,retired,2026-06-01 22:00:00 UTC,2.046,22.2
zone_0_hh_04,zone_0,small_business,2026-06-01 22:00:00 UTC,1.5966,22.2
zone_0_hh_05,zone_0,family,2026-06-01 22:00:00 UTC,5.4461,22.2
zone_0_hh_06,zone_0,single_professional,2026-06-01 22:00:00 UTC,2.09,22.2
zone_0_hh_07,zone_0,wfh,2026-06-01 22:00:00 UTC,3.3708,22.2
zone_0_hh_08,zone_0,retired,2026-06-01 22:00:00 UTC,1.9371,22.2
zone_0_hh_09,zone_0,small_business,2026-06-01 22:00:00 UTC,1.3817,22.2
zone_0_hh_10,zone_0,family,2026-06-01 22:00:00 UTC,5.7187,22.2
zone_0_hh_11,zone_0,single_professional,2026-06-01 22:00:00 UTC,2.1535,22.2
zone_0_hh_00,zone_0,family,2026-06-01 23:00:00 UTC,0.9857,21.8
zone_0_hh_01,zone_0,single_professional,2026-06-01 23:00:00 UTC,0.6106,21.8
zone_0_hh_02,zone_0,wfh,2026-06-01 23:00:00 UTC,1.8874,21.8
zone_0_hh_03,zone_0,retired,2026-06-01 23:00:00 UTC,0.9289,21.8
zone_0_hh_04,zone_0,small_business,2026-06-01 23:00:00 UTC,0.468,21.8
zone_0_hh_05,zone_0,family,2026-06-01 23:00:00 UTC,1.0389,21.8
zone_0_hh_06,zone_0,single_professional,2026-06-01 23:00:00 UTC,0.3197,21.8
zone_0_hh_07,zone_0,wfh,2026-06-01 23:00:00 UTC,2.0663,21.8
zone_0_hh_08,zone_0,retired,2026-06-01 23:00:00 UTC,1.225,21.8
zone_0_hh_09,zone_0,small_business,2026-06-01 23:00:00 UTC,0.7205,21.8
zone_0_hh_10,zone_0,family,2026-06-01 23:00:00 UTC,0.8545,21.8
zone_0_hh_11,zone_0,single_professional,2026-06-01 23:00:00 UTC,0.7686,21.8
zone_0_hh_00,zone_0,family,2026-06-02 00:00:00 UTC,0.6954,22.8
zone_0_hh_01,zone_0,single_professional,2026-06-02 00:00:00 UTC,0.4239,22.8
zone_0_hh_02,zone_0,wfh,2026-06-02 00:00:00 UTC,1.3859,22.8
zone_0_hh_03,zone_0,retired,2026-06-02 00:00:00 UTC,0.9761,22.8
zone_0_hh_04,zone_0,small_business,2026-06-02 00:00:00 UTC,0.2883,22.8
zone_0_hh_05,zone_0,family,2026-06-02 00:00:00 UTC,0.9666,22.8
zone_0_hh_06,zone_0,single_professional,2026-06-02 00:00:00 UTC,0.05,22.8
zone_0_hh_07,zone_0,wfh,2026-06-02 00:00:00 UTC,1.5881,22.8
zone_0_hh_08,zone_0,retired,2026-06-02 00:00:00 UTC,0.8757,22.8
zone_0_hh_09,zone_0,small_business,2026-06-02 00:00:00 UTC,0.5068,22.8
zone_0_hh_10,zone_0,family,2026-06-02 00:00:00 UTC,0.4607,22.8
zone_0_hh_11,zone_0,single_professional,2026-06-02 00:00:00 UTC,0.3517,22.8
zone_0_hh_00,zone_0,family,2026-06-02 01:00:00 UTC,0.8874,26.0
zone_0_hh_01,zone_0,single_professional,2026-06-02 01:00:00 UTC,0.8402,26.0
zone_0_hh_02,zone_0,wfh,2026-06-02 01:00:00 UTC,1.8167,26.0
zone_0_hh_03,zone_0,retired,2026-06-02 01:00:00 UTC,1.2709,26.0
zone_0_hh_04,zone_0,small_business,2026-06-02 01:00:00 UTC,0.5397,26.0
zone_0_hh_05,zone_0,family,2026-06-02 01:00:00 UTC,0.9726,26.0
zone_0_hh_06,zone_0,single_professional,2026-06-02 01:00:00 UTC,0.2844,26.0
zone_0_hh_07,zone_0,wfh,2026-06-02 01:00:00 UTC,1.8932,26.0
zone_0_hh_08,zone_0,retired,2026-06-02 01:00:00 UTC,0.8846,26.0
zone_0_hh_09,zone_0,small_business,2026-06-02 01:00:00 UTC,0.7274,26.0
zone_0_hh_10,zone_0,family,2026-06-02 01:00:00 UTC,0.9336,26.0
zone_0_hh_11,zone_0,single_professional,2026-06-02 01:00:00 UTC,0.0954,26.0
zone_0_hh_00,zone_0,family,2026-06-02 02:00:00 UTC,1.3608,27.4
